num_classes,unbalanced_time,unbalanced_var,balanced_time,balanced_var
7500,0.006000,5105099.500000,0.006000,5075100.500000
7500,0.006000,5114811.000000,0.006000,5081753.500000
10000,0.009000,9723060.000000,0.008000,9718778.000000
10000,0.009000,9851764.000000,0.008000,9645383.000000
10000,0.008000,9863138.000000,0.010000,9686402.000000
10000,0.008000,9753642.000000,0.009000,9701440.000000
10000,0.008000,9846397.000000,0.008000,9662272.000000
15000,0.013000,21858636.000000,0.013000,22151124.000000
15000,0.012000,21854502.000000,0.013000,22190520.000000
15000,0.012000,21824152.000000,0.013000,22202268.000000
15000,0.013000,21894158.000000,0.014000,22174004.000000
15000,0.013000,22016892.000000,0.012000,22103666.000000
20000,0.016000,30526496.000000,0.018000,30286010.000000
20000,0.018000,30376440.000000,0.018000,30349076.000000
20000,0.016000,30378440.000000,0.016000,30198452.000000
20000,0.016000,30583882.000000,0.016000,30297622.000000
20000,0.016000,30303638.000000,0.016000,30325836.000000
30000,0.027000,89468232.000000,0.026000,89464200.000000
30000,0.025000,89881232.000000,0.026000,89408488.000000
30000,0.025000,89589304.000000,0.027000,89485392.000000
30000,0.025000,89424680.000000,0.027000,89409344.000000
30000,0.025000,89815352.000000,0.026000,89420480.000000
50000,0.041000,112792344.000000,0.042000,112014400.000000
50000,0.042000,112837288.000000,0.043000,112374416.000000
50000,0.042000,113025312.000000,0.042000,111839408.000000
50000,0.043000,112948832.000000,0.043000,112509016.000000
50000,0.043000,112590480.000000,0.043000,112053120.000000
75000,0.066000,110502480.000000,0.072000,110340120.000000
75000,0.073000,110527464.000000,0.064000,110391176.000000
75000,0.065000,110015256.000000,0.066000,110669608.000000
75000,0.064000,110563176.000000,0.065000,110349544.000000
75000,0.067000,110342264.000000,0.065000,110009592.000000
100000,0.087000,111332536.000000,0.087000,111087184.000000
100000,0.093000,110771200.000000,0.090000,110696832.000000
100000,0.089000,111057632.000000,0.087000,110990096.000000
100000,0.087000,111254136.000000,0.087000,110873040.000000
100000,0.087000,110932448.000000,0.085000,111233744.000000
150000,0.133000,111118224.000000,0.136000,110960928.000000
150000,0.132000,110786040.000000,0.146000,111072304.000000
150000,0.137000,110176584.000000,0.138000,110813096.000000
150000,0.133000,110715776.000000,0.131000,110906624.000000
150000,0.131000,110223968.000000,0.133000,111139368.000000
250000,0.233000,110398744.000000,0.246000,110382304.000000
250000,0.232000,110784864.000000,0.231000,110452072.000000
250000,0.221000,110634360.000000,0.224000,110452432.000000
250000,0.220000,110618160.000000,0.224000,110336976.000000
250000,0.221000,110393152.000000,0.227000,110281064.000000
350000,0.370000,111314520.000000,0.365000,111193104.000000
350000,0.336000,111401728.000000,0.357000,111721424.000000
350000,0.340000,111219208.000000,0.332000,111620480.000000
350000,0.319000,111012280.000000,0.328000,111795048.000000
350000,0.319000,111074584.000000,0.327000,111219432.000000
500000,0.472000,111265448.000000,0.509000,111603792.000000
500000,0.465000,111358488.000000,0.477000,111564504.000000
500000,0.484000,111406704.000000,0.481000,111607296.000000
500000,0.468000,111526256.000000,0.504000,111237016.000000
500000,0.470000,111565624.000000,0.481000,111404792.000000
750000,0.771000,110725640.000000,0.750000,110807904.000000
750000,0.728000,110675264.000000,0.764000,111166592.000000
750000,0.741000,110664648.000000,0.746000,111229088.000000
750000,0.748000,110823416.000000,0.748000,110979920.000000
750000,0.730000,110829168.000000,0.746000,111149288.000000
